,AKRA.JK,ANTM.JK,ASII.JK,AUTO.JK,AVIA.JK,BBCA.JK,BBNI.JK,BBRI.JK,BBTN.JK,BIRD.JK,BJBR.JK,BJTM.JK,BMRI.JK,BTPS.JK,CTRA.JK,DSNG.JK,ELSA.JK,EMTK.JK,ESSA.JK,HEAL.JK,ICBP.JK,INCO.JK,INDF.JK,INTP.JK,JPFA.JK,JSMR.JK,KLBF.JK,MPMX.JK,MTEL.JK,PGEO.JK,PNBN.JK,POWR.JK,PRDA.JK,PWON.JK,SCMA.JK,SIDO.JK,SILO.JK,SIMP.JK,SMGR.JK,SMSM.JK,SSMS.JK,TAPG.JK,TLKM.JK,UNTR.JK,UNVR.JK
BJBR.JK,117906.69000000066,238392.43999999997,1836273.51,521698.91999999934,241962.77999999997,3660238.179999998,1558596.02,1599670.4499999997,28290.85,324006.7400000001,0.0,211828.08000000002,1996546.6000000017,161743.2200000002,32023.339999999924,176425.0699999984,296864.07999999996,203109.77999999974,108764.33000000006,135734.21999999997,4487073.640000001,1721386.7499999993,2494899.7800000003,3445304.0900000017,120681.59,1570355.31,283665.87,23875.31000000005,179394.46000000008,57570.540000000015,117034.99999999991,189535.01000000007,1489772.3300000005,278878.19999999995,411607.3299999997,193030.88999999978,595653.68,304644.3500000002,1891712.8900000006,342811.2000000001,49506.59000000012,227163.9699999995,1038581.7000000002,10053179.429999996,874869.4000000005
BJTM.JK,369954.52,450220.5200000003,2048101.5900000017,733526.9999999993,19817.149999999987,3872066.259999998,1770424.1000000003,1811498.530000001,280841.48000000004,535834.8200000003,211828.08000000002,0.0,2208374.6799999997,410413.23,249816.98000000004,56603.92,83465.99999999997,28084.34999999999,65747.21999999997,367002.1900000002,4698901.719999999,1933214.8299999998,2706727.8599999994,3657132.169999998,337071.4600000002,1782183.3900000004,495493.9500000001,169324.62000000005,16498.38000000004,217615.17000000004,338510.45999999996,25063.520000000004,1701600.41,65147.120000000046,199779.25000000003,21917.650000000052,807481.7599999998,92816.26999999996,2103540.9699999993,554639.2800000003,274672.8899999997,65245.37999999987,1250409.7799999998,10265007.509999996,1086697.4800000002
BMRI.JK,1838420.1600000013,1758154.1600000008,142238.81999999942,1474847.6800000009,2238509.379999999,1663691.5799999996,236153.30000000016,235340.69000000003,1927533.2000000014,1672539.8600000008,1996546.6000000017,2208374.6799999997,0.0,1797961.4500000014,1958557.7000000007,2161434.940000001,2293410.68,2225608.2600000002,2142024.540000001,1841372.4900000002,2490527.039999998,566359.1900000039,362286.6899999998,1376295.4999999998,1871303.2200000004,224387.22000000035,1712880.730000001,2039050.06,2175941.0600000015,1984758.7300000011,1869864.2200000014,2186081.6100000017,491621.2800000025,2275424.7999999984,2408153.9300000006,2189577.4900000016,1400892.9200000013,2301190.949999999,410218.57000000234,1653735.3999999994,1933701.7900000014,2224535.5699999994,957964.8999999999,8056632.830000003,1116451.56
BTPS.JK,127992.94999999995,77020.74999999997,1637688.3600000013,300839.5300000001,440547.9299999999,3461653.029999999,1360010.8700000006,1401085.3000000012,153535.47000000067,135847.17999999988,161743.2200000002,410413.23,1797961.4500000014,0.0,179732.77000000014,357103.48999999976,495449.23,382560.4300000005,287159.2000000015,133743.0900000001,4288488.489999999,1522801.5999999999,2296314.629999999,3246718.9400000004,199068.91999999995,1371770.16,41938.10000000001,215072.01000000056,377979.61000000016,164144.76999999973,148963.2199999998,388120.1600000008,1291187.1800000002,477463.35000000003,610192.48,391616.0399999995,449059.2899999999,503229.50000000023,1693127.7399999998,190780.0700000001,65572.70000000007,425094.1200000003,839996.5499999998,9854594.279999997,512016.8499999997
CTRA.JK,60845.030000000006,192317.07000000004,1798284.6100000006,466888.2899999992,279951.68000000017,3622249.2800000003,1520607.1199999996,1561681.5499999996,18534.83000000001,286017.83999999985,32023.339999999924,249816.98000000004,1958557.7000000007,179732.77000000014,0.0,126004.53000000084,334852.98,234695.48000000016,140055.2099999996,101784.30000000005,4449084.739999999,1683397.85,2456910.880000001,3407315.189999999,70058.84999999999,1532366.4100000001,234500.17000000004,50955.4700000003,217383.35999999996,33860.59999999999,86820.49,227523.90999999997,1451783.4300000009,316867.0999999999,449596.2299999997,231019.79,512199.01,342633.2500000001,1853723.9900000005,253507.03000000006,64097.32999999985,248509.08000000007,1000592.7999999997,10015190.530000001,836880.4999999999
DSNG.JK,259011.8999999991,391455.78,2001161.8500000008,681755.789999999,79618.62999999999,3825126.519999998,1723484.3599999994,1764558.7900000005,178025.9700000005,488895.0799999997,176425.0699999984,56603.92,2161434.940000001,357103.48999999976,126004.53000000084,0.0,121678.92000000009,70517.25000000006,32243.579999999998,290610.4200000005,4651961.98,1886275.090000001,2659788.119999999,3610192.4299999992,213772.31000000038,1735243.65,444164.20999999996,101961.35999999967,47522.91000000005,28823.049999999992,248755.72,42656.83000000002,1654660.6699999992,104049.64000000006,246718.99,54341.24000000002,722132.2599999995,139756.01000000004,2056601.2299999995,461064.32000000094,213668.15000000029,38760.11999999998,1203470.04,10218067.77,1039757.7400000003
ELSA.JK,454990.5200000001,535256.52,2133137.589999999,818563.0,47722.729999999916,3957102.26,1855460.0999999996,1896534.5300000003,365877.4799999998,620870.8200000003,296864.07999999996,83465.99999999997,2293410.68,495449.23,334852.98,121678.92000000009,0.0,71230.60999999996,138582.00000000012,452038.19,4783937.720000001,2018250.8299999996,2791763.8600000013,3742168.1699999985,422107.4599999998,1867219.3900000001,580529.95,254360.62000000014,117469.61999999995,308651.9499999999,423546.4600000003,103438.9700000002,1786636.4100000008,21276.650000000034,114743.24999999999,95118.65,892517.7600000001,14060.370000000003,2188576.9700000007,639675.2799999998,359708.8900000003,56476.479999999974,1335445.7799999996,10350043.509999998,1171733.4800000004
EMTK.JK,387188.0999999998,467454.09999999974,2065335.1700000006,750760.579999999,24094.009999999995,3889299.8400000012,1787657.6799999992,1828732.1100000003,294365.88000000163,553068.4,203109.77999999974,28084.34999999999,2225608.2600000002,382560.4300000005,234695.48000000016,70517.25000000006,71230.60999999996,0.0,61738.16000000003,384235.77,4716135.3000000045,1950448.4100000008,2723961.44,3674365.7500000014,354305.04000000015,1799416.9699999997,512727.5299999998,178413.27000000002,39605.980000000025,241824.49,355744.04000000015,54305.50000000004,1718833.9899999986,44723.93000000005,182545.6700000001,22687.65999999998,824715.3399999999,63702.26000000001,2120774.549999999,571872.8600000001,289219.9899999999,56279.6500000002,1267643.3600000013,10282241.089999998,1103931.0599999996
ESSA.JK,303604.3800000002,383870.38000000047,1981751.4500000007,667176.8599999998,89173.56999999998,3805716.119999998,1704073.9600000002,1745148.3900000004,191049.38000000245,469484.68000000017,108764.33000000006,65747.21999999997,2142024.540000001,287159.2000000015,140055.2099999996,32243.579999999998,138582.00000000012,61738.16000000003,0.0,300652.05,4632551.580000002,1866864.6899999995,2640377.719999999,3590782.03,270303.92000000004,1715833.2499999998,429143.81000000023,74883.92000000019,44858.290000000015,83114.70999999999,272160.3199999999,47583.10999999993,1635250.2700000003,120990.03999999983,266129.39,45970.490000000034,741131.6200000001,159166.40999999992,2037190.8299999996,488289.1400000001,191873.38999999964,41816.49999999997,1184059.6399999992,10198657.370000001,1020347.3399999997
HEAL.JK,31926.71999999996,62525.25999999995,1681099.3999999994,262842.8800000004,397136.88999999984,3505064.0699999984,1403421.9100000001,1444496.3399999999,64789.530000000086,119255.67000000004,135734.21999999997,367002.1900000002,1841372.4900000002,133743.0900000001,101784.30000000005,290610.4200000005,452038.19,384235.77,300652.05,0.0,4331899.530000001,1566212.6399999992,2339725.67,3290129.9800000004,48354.51000000009,1415181.1999999995,103809.29999999989,197677.5700000001,334568.57000000007,115518.90000000002,37791.929999999964,344709.1200000006,1334598.2200000002,434052.31000000006,566781.44,348204.99999999994,344247.3400000001,459818.4600000002,1736538.7799999998,90892.85000000012,41300.51000000006,383163.0800000003,883407.5900000005,9898005.319999998,719450.2900000003
ICBP.JK,4328947.199999996,4248681.199999999,2650800.13,3965374.7199999955,4729036.420000006,446194.02000000083,2928477.6200000024,2887403.1899999985,4418060.239999994,4163066.9000000022,4487073.640000001,4698901.719999999,2490527.039999998,4288488.489999999,4449084.739999999,4651961.98,4783937.720000001,4716135.3000000045,4632551.580000002,4331899.530000001,0.0,2765686.8899999987,1992173.8599999994,903254.24,4361830.259999997,2916718.329999999,4203407.770000001,4529577.1000000015,4666468.099999998,4475285.770000002,4360391.26,4676608.65,2997301.3100000015,4765951.840000002,4898680.970000001,4680104.530000005,3891419.959999999,4791717.99,2595360.750000001,4144262.4400000013,4424228.83,4715062.610000004,3448491.939999999,5566105.79,3612204.2399999993
INCO.JK,1563260.3099999998,1482994.31,279570.1699999998,1169061.6699999897,1963349.5299999996,1938851.4299999997,420983.13000000035,311750.51000000053,1652373.350000001,1397380.0100000007,1721386.7499999993,1933214.8299999998,566359.1900000039,1522801.5999999999,1683397.85,1886275.090000001,2018250.8299999996,1950448.4100000008,1866864.6899999995,1566212.6399999992,2765686.8899999987,0.0,717130.64,1350986.38,1596143.3699999987,491307.14999999973,1437720.88,1763890.2100000002,1900781.209999998,1709598.8800000008,1594704.3699999999,1910921.760000003,171038.6,2000264.9499999988,2132994.080000001,1914417.64,1090583.0699999994,2026031.0999999999,69656.94999999995,1378575.550000001,1658541.9399999997,1949375.720000004,480552.33000000264,8331792.68,567661.879999999
INDF.JK,2336773.34,2256507.34,564078.2300000002,1973200.860000003,2736862.5599999996,943602.5099999993,936303.7599999988,860131.5500000007,2425886.380000001,2170893.040000002,2494899.7800000003,2706727.8599999994,362286.6899999998,2296314.629999999,2456910.880000001,2659788.119999999,2791763.8600000013,2723961.44,2640377.719999999,2339725.67,1992173.8599999994,717130.64,0.0,893838.4899999971,2369656.3999999994,924203.79,2211233.910000001,2537403.2400000007,2674294.2399999984,2483111.91,2368217.4000000004,2684434.7899999963,888251.03,2773777.9800000004,2906507.1099999966,2687930.6700000023,1899246.0999999999,2799544.129999999,581306.96,2152088.58,2432054.97,2722888.7500000014,1456318.0799999998,7558279.650000003,1620030.3800000006
INTP.JK,3287177.649999996,3206911.649999999,1519070.0399999958,2923605.169999998,3687266.8700000034,642855.9299999992,1886708.0699999996,1845633.640000001,3376290.689999996,3121297.349999998,3445304.0900000017,3657132.169999998,1376295.4999999998,3246718.9400000004,3407315.189999999,3610192.4299999992,3742168.1699999985,3674365.7500000014,3590782.03,3290129.9800000004,903254.24,1350986.38,893838.4899999971,0.0,3320060.7099999986,1874948.779999999,3161638.220000001,3487807.550000001,3624698.5499999975,3433516.220000003,3318621.71,3634839.099999997,1808139.009999992,3724182.290000001,3856911.419999997,3638334.980000006,2849650.4099999983,3749948.439999997,1224374.0099999984,3102492.8900000006,3382459.2800000003,3673293.0600000005,2406722.3900000006,6607875.340000004,2570434.6899999976
JPFA.JK,54725.40000000001,138548.5400000001,1711030.129999996,186956.46,367206.1600000002,3534994.8000000017,1433352.6400000006,1474427.0699999994,60830.72999999998,146863.7600000001,120681.59,337071.4600000002,1871303.2200000004,199068.91999999995,70058.84999999999,213772.31000000038,422107.4599999998,354305.04000000015,270303.92000000004,48354.51000000009,4361830.259999997,1596143.3699999987,2369656.3999999994,3320060.7099999986,0.0,1445111.929999999,194402.10000000015,151765.08999999994,304637.84,113154.35999999999,22077.630000000005,314778.38999999996,1364528.9499999997,404121.58,536850.7099999997,318274.26999999984,233477.45,429887.73,1766469.509999998,60817.06999999995,53861.32999999989,353232.3499999999,913338.3200000003,9927936.049999995,755914.6599999993
JSMR.JK,1412228.8699999996,1331962.8699999996,232370.89000000063,1035666.9600000003,1812318.09,2089882.8700000006,82048.05000000019,109309.43999999997,1501341.910000001,1246348.5699999994,1570355.31,1782183.3900000004,224387.22000000035,1371770.16,1532366.4100000001,1735243.65,1867219.3900000001,1799416.9699999997,1715833.2499999998,1415181.1999999995,2916718.329999999,491307.14999999973,924203.79,1874948.779999999,1445111.929999999,0.0,1286689.4400000002,1612858.7700000005,1749749.77,1558567.44,1443672.9300000002,1759890.3199999994,468866.0899999994,1849233.5099999993,1981962.640000001,1763386.2000000011,716031.8800000013,1874999.6600000001,583095.2800000003,1227544.1100000003,1507510.5000000002,1798344.2800000028,540879.8200000001,8482824.120000001,737952.4100000013
KLBF.JK,118751.7599999999,35715.31,1552607.640000001,220563.9199999998,525628.6499999997,3376572.31,1274930.1500000006,1316004.5799999996,184450.99000000054,59468.580000000016,283665.87,495493.9500000001,1712880.730000001,41938.10000000001,234500.17000000004,444164.20999999996,580529.95,512727.5299999998,429143.81000000023,103809.29999999989,4203407.770000001,1437720.88,2211233.910000001,3161638.220000001,194402.10000000015,1286689.4400000002,0.0,326169.3299999999,463060.32999999996,195726.98000000056,160012.28999999998,473200.88000000064,1206106.4599999995,562544.0699999998,695273.2000000001,476696.7599999999,362429.80000000005,588310.2200000004,1608047.0200000003,107869.48000000003,90947.0,511654.84000000026,754915.8300000001,9769513.559999995,426178.73000000033
MPMX.JK,197563.54000000044,280895.89999999997,1878776.970000001,564202.3799999997,199459.31999999995,3702741.6399999983,1601099.4799999995,1642173.91,85428.22000000048,366510.19999999995,23875.31000000005,169324.62000000005,2039050.06,215072.01000000056,50955.4700000003,101961.35999999967,254360.62000000014,178413.27000000002,74883.92000000019,197677.5700000001,4529577.1000000015,1763890.2100000002,2537403.2400000007,3487807.550000001,151765.08999999994,1612858.7700000005,326169.3299999999,0.0,136891.00000000003,59000.29000000043,167574.6800000001,147031.54999999978,1532275.790000001,236374.74000000008,369103.8699999998,150527.42999999988,638157.1400000001,262140.89000000013,1934216.350000001,385314.66,82320.82000000059,157867.75000000012,1081085.1599999997,10095682.889999997,917372.8600000007
MTEL.JK,337520.89999999997,417786.89999999985,2015667.9700000004,701093.3799999992,40123.279999999955,3839632.6399999973,1737990.4799999986,1779064.909999999,248407.86000000002,503401.19999999984,179394.46000000008,16498.38000000004,2175941.0600000015,377979.61000000016,217383.35999999996,47522.91000000005,117469.61999999995,39605.980000000025,44858.290000000015,334568.57000000007,4666468.099999998,1900781.209999998,2674294.2399999984,3624698.5499999975,304637.84,1749749.77,463060.32999999996,136891.00000000003,0.0,181838.14999999997,306076.8399999999,14447.899999999963,1669166.79,99483.74000000005,232212.87000000002,14335.349999999977,775048.1399999999,125249.88999999997,2071107.3500000008,522205.6600000001,242239.26999999984,72197.83999999978,1217976.1599999997,10232573.889999997,1054263.8600000008
PGEO.JK,70905.95000000004,190465.67999999964,1824485.6400000001,491811.9499999994,251658.44999999992,3648450.31,1546808.1499999992,1587882.5799999996,45952.059999999925,288394.7700000001,57570.540000000015,217615.17000000004,1984758.7300000011,164144.76999999973,33860.59999999999,28823.049999999992,308651.9499999999,241824.49,83114.70999999999,115518.90000000002,4475285.770000002,1709598.8800000008,2483111.91,3433516.220000003,113154.35999999999,1558567.44,195726.98000000056,59000.29000000043,181838.14999999997,0.0,123430.30999999994,177543.69,1477984.4599999997,290666.06999999995,423395.1999999998,173391.0399999998,555720.0899999999,316432.21999999986,1879925.0200000023,292848.9300000002,90035.95000000008,129881.04999999996,1026793.8299999995,10041391.560000002,863081.5299999998
PNBN.JK,66431.40000000002,94403.90999999992,1709591.1300000015,182887.96000000066,368645.16000000044,3533555.8000000003,1431913.64,1472988.0700000005,71227.91,143367.87999999983,117034.99999999991,338510.45999999996,1869864.2200000014,148963.2199999998,86820.49,248755.72,423546.4600000003,355744.04000000015,272160.3199999999,37791.929999999964,4360391.26,1594704.3699999999,2368217.4000000004,3318621.71,22077.630000000005,1443672.9300000002,160012.28999999998,167574.6800000001,306076.8399999999,123430.30999999994,0.0,316217.38999999984,1363089.950000001,405560.57999999996,538289.7099999997,319713.27000000014,241403.84000000014,431326.7299999998,1765030.5100000005,54448.98999999985,35035.07,354671.35000000003,911899.3199999995,9926497.049999997,755803.4700000011
POWR.JK,347661.4500000008,427927.4500000008,2025808.5199999984,711233.9300000004,47987.23000000004,3849773.1899999985,1748131.0299999982,1789205.459999999,258548.41000000015,513541.75000000047,189535.01000000007,25063.520000000004,2186081.6100000017,388120.1600000008,227523.90999999997,42656.83000000002,103438.9700000002,54305.50000000004,47583.10999999993,344709.1200000006,4676608.65,1910921.760000003,2684434.7899999963,3634839.099999997,314778.38999999996,1759890.3199999994,473200.88000000064,147031.54999999978,14447.899999999963,177543.69,316217.38999999984,0.0,1679307.3399999994,88129.77000000009,222072.31999999998,30214.45000000012,785188.6899999998,115109.34000000019,2081247.9000000013,532346.2100000002,252379.81999999957,35097.42999999998,1228116.7099999976,10242714.44000001,1064404.4100000001
PRDA.JK,1331645.8900000008,1251379.8900000001,377395.7700000001,813991.6499999977,1731735.1099999996,2170465.8500000006,405228.8899999952,247544.23000000097,1420758.9300000018,1165765.5899999999,1489772.3300000005,1701600.41,491621.2800000025,1291187.1800000002,1451783.4300000009,1654660.6699999992,1786636.4100000008,1718833.9899999986,1635250.2700000003,1334598.2200000002,2997301.3100000015,171038.6,888251.03,1808139.009999992,1364528.9499999997,468866.0899999994,1206106.4599999995,1532275.790000001,1669166.79,1477984.4599999997,1363089.950000001,1679307.3399999994,0.0,1768650.5300000005,1901379.660000002,1682803.220000001,916998.6499999992,1794416.6799999997,108587.57999999996,1146961.1300000013,1426927.5200000012,1717761.300000002,392459.37000000075,8563407.1,404989.54999999935
PWON.JK,437004.63999999996,517270.6400000002,2115151.7100000004,800577.1199999995,21771.060000000067,3939116.38,1837474.219999999,1878548.6500000004,347891.5999999998,602884.9400000002,278878.19999999995,65147.120000000046,2275424.7999999984,477463.35000000003,316867.0999999999,104049.64000000006,21276.650000000034,44723.93000000005,120990.03999999983,434052.31000000006,4765951.840000002,2000264.9499999988,2773777.9800000004,3724182.290000001,404121.58,1849233.5099999993,562544.0699999998,236374.74000000008,99483.74000000005,290666.06999999995,405560.57999999996,88129.77000000009,1768650.5300000005,0.0,132729.12999999995,73267.04000000001,874531.8800000001,14101.929999999995,2170591.089999999,621689.4000000004,341723.01,42434.06000000001,1317459.9,10332057.629999999,1153747.5999999999
SCMA.JK,569733.7699999998,649999.7700000001,2247880.840000001,933306.2500000006,169644.55,4071845.5100000044,1970203.3499999996,2011277.780000001,480620.73,735614.0700000005,411607.3299999997,199779.25000000003,2408153.9300000006,610192.48,449596.2299999997,246718.99,114743.24999999999,182545.6700000001,266129.39,566781.44,4898680.970000001,2132994.080000001,2906507.1099999966,3856911.419999997,536850.7099999997,1981962.640000001,695273.2000000001,369103.8699999998,232212.87000000002,423395.1999999998,538289.7099999997,222072.31999999998,1901379.660000002,132729.12999999995,0.0,218576.43999999994,1007261.0100000002,106962.97999999998,2303320.220000004,754418.53,474452.1399999998,183618.35999999984,1450189.0300000017,10464786.759999989,1286476.7300000007
SIDO.JK,351157.32999999984,431423.3299999999,2029304.399999998,714729.8100000006,39667.17999999998,3853269.0700000003,1751626.9099999995,1792701.340000002,262044.28999999998,517037.62999999983,193030.88999999978,21917.650000000052,2189577.4900000016,391616.0399999995,231019.79,54341.24000000002,95118.65,22687.65999999998,45970.490000000034,348204.99999999994,4680104.530000005,1914417.64,2687930.6700000023,3638334.980000006,318274.26999999984,1763386.2000000011,476696.7599999999,150527.42999999988,14335.349999999977,173391.0399999998,319713.27000000014,30214.45000000012,1682803.220000001,73267.04000000001,218576.43999999994,0.0,788684.5700000001,111613.46000000011,2084743.7800000014,535842.0899999997,255875.70000000024,49121.66999999994,1231612.59,10246210.319999998,1067900.29
